Month	OP_UNIQUE_CARRIER	ARR_DELAY	CARRIER_DELAY	WEATHER_DELAY	NAS_DELAY	LATE_AIRCRAFT_DELAY
6	WN	18	6	0	0	12
2	AA	-3				
12	F9	180	0	0	0	180
10	UA	-1				
12	WN	30	11	0	1	18
4	MQ	21	0	0	0	21
10	WN	3				
3	F9	28	0	0	28	0
5	OO	7				
4	YX	-12				
12	B6	-7				
9	YX	-20				
2	WN	-18				
7	UA	30	0	30	0	0
3	WN	47	0	0	4	43
10	OO	-9				
6	WN	-10				
9	OH	-17				
11	UA	-10				
10	OO	90	90	0	0	0
11	DL	-24				
10	WN	83	6	0	2	75
11	AA	12				
6	WN	-11				
9	UA	36	0	0	36	0
10	MQ	26	0	8	4	14
10	OO	-9				
6	UA	2				
12	AA	4				
9	UA	57	57	0	0	0
4	MQ	-1				
3	NK	0				
10	DL	-8				
12	WN	-14				
1	AA	18	18	0	0	0
12	UA	13				
10	NK	-19				
4	F9	163	0	0	153	10
3	G4	218	10	0	7	201
7	DL	-12				
7	NK	-14				
4	DL	97	79	0	18	0
12	UA	-7				
10	DL	-10				
7	OH	-11				
10	UA	34	0	0	34	0
6	UA	39	39	0	0	0
4	DL	20	1	0	3	16
11	AA	-4				
7	9E	52	52	0	0	0
9	DL	-26				
11	UA	-2				
5	WN	-16				
8	DL	22	0	0	22	0
4	WN	41	0	0	41	0
7	AA	-8				
10	NK	-37				
11	AA	-16				
2	NK	-11				
5	F9	-22				
8	NK	-24				
7	OO	3				
10	WN	-10				
1	OO	10				
1	WN	-4				
3	DL	-1				
11	UA	-35				
3	NK	16	14	0	2	0
3	UA	-20				
8	OO	-17				
9	B6	89	0	0	29	60
3	YX	-4				
5	AA	189	189	0	0	0
6	NK	-18				
12	DL	-6				
7	DL	-6				
7	UA	1				
11	WN	-4				
2	YX	-15				
8	WN	-7				
10	OO	12				
7	UA	-13				
11	AS	-21				
10	AA	-13				
9	UA	7				
11	DL	-18				
4	DL	-35				
11	WN	-11				
7	UA	89	1	0	36	52
2	WN	16	16	0	0	0
6	WN	45	2	0	15	28
9	YX	-3				
9	OH	4				
1	DL	-2				
7	DL	13				
2	AA	7				
3	DL	-20				
9	AA	-24				
11	OO	-21				
5	AA	-19				
10	WN	21	0	0	0	21
5	MQ	-1				
6	WN	39	4	0	0	35
12	UA	-11				
4	WN	52	0	0	0	52
1	UA	81	8	0	0	73
9	WN	-16				
8	NK	64	0	26	1	37
10	AA	-16				
7	WN	13				
9	WN	30	0	0	17	13
9	AS	37	34	0	3	0
12	DL	-6				
8	NK	10				
10	MQ	-18				
11	AA	-10				
9	B6	-26				
8	DL	22	0	0	22	0
2	NK	-11				
10	F9	-4				
6	DL	67	0	0	0	67
3	AS	-2				
10	B6	-16				
10	YX	2				
9	HA	11				
10	OO	-13				
10	DL	9				
5	DL	-1				
12	OO	-32				
3	OO	-15				
12	DL	-19				
7	B6	192	178	0	14	0
1	AS	28	0	10	18	0
1	OO	-8				
4	AA	52	11	0	41	0
3	AA	8				
7	AA	-11				
11	WN	-5				
9	UA	-4				
10	AS	3				
10	HA	76	0	0	0	76
2	MQ	-1				
3	F9	0				
7	WN	-7				
7	DL	-14				
1	DL	-35				
10	OH	-13				
12	AA	-7				
7	UA	-1				
7	WN	23	23	0	0	0
8	B6	250	22	0	36	192
6	UA	-9				
10	MQ	31	0	0	5	26
9	WN	-20				
7	NK	18	0	0	18	0
6	G4	19	0	0	12	7
5	G4	-23				
2	YX	116	0	0	110	6
10	NK	124	15	0	7	102
5	AA	-17				
4	9E	-28				
4	OO	-10				
6	YX	-23				
4	OO	0				
2	UA	-13				
2	WN	27	0	0	27	0
5	AA	9				
4	UA	196	7	0	0	189
5	UA	-15				
12	MQ	-14				
2	OH	-4				
5	G4	0				
1	NK	45	43	0	1	0
3	DL	-34				
1	YX	-15				
1	NK	21	4	0	17	0
2	MQ	5				
1	DL	-15				
10	AA	-22				
11	AA	269	112	0	0	157
7	NK	163	0	0	101	62
3	YX	-29				
2	AS	7				
11	WN	-9				
8	DL	3				
12	OH	-20				
7	B6	39	11	0	0	28
4	AA	-27				
1	WN	-2				
5	UA	4				
11	OO	-7				
12	WN	-15				
12	UA	-31				
5	AA	4				
9	DL	-19				
5	UA	15	0	0	15	0
10	AA	-14				
6	WN	-3				
9	WN	9				
1	YX	-16				
5	AA	213	0	0	0	213
3	WN	-6				
9	DL	55	0	0	55	0
11	F9	-6				
4	NK	-5				
5	WN	5				
3	YX	-27				
12	AA	-14				
11	WN	30	16	0	0	14
9	AS	-19				
10	WN	-14				
4	DL	-19				
12	YX	-29				
12	WN	-1				
9	WN	-13				
4	YX	72	0	0	72	0
5	WN	-15				
11	YX	-19				
9	AA	18	0	0	18	0
8	WN	-4				
9	F9	-34				
4	NK	-11				
4	OO	87	87	0	0	0
11	DL	-23				
10	UA	10				
10	B6	-57				
11	YX	-15				
11	AA	-12				
7	UA	106	0	50	0	56
10	OO	0				
2	WN	4				
2	UA	25	2	0	6	17
2	WN	-15				
3	WN	-1				
10	AS	-14				
2	OO	-18				
9	OO	-15				
1	OH	-25				
7	AA	-19				
9	MQ	25	25	0	0	0
8	AA	-26				
6	YX	16	0	0	16	0
5	AA	62	21	0	41	0
6	OO	-5				
8	WN	14				
8	AA	-4				
6	F9	-5				
7	OO	-16				
11	WN	4				
12	AA	-10				
7	F9	21	0	12	0	9
8	WN	125	0	0	0	125
12	AA	5				
10	WN	-5				
7	UA	2				
12	OO	5				
9	AA	0				
3	OH	8				
8	AS	-14				
10	WN	-2				
8	AA	15	15	0	0	0
4	UA	14				
8	WN	-5				
5	F9	-10				
9	DL	-18				
4	AA	-14				
3	G4	-24				
5	B6	121	14	0	69	38
12	OO	-8				
9	DL	-1				
10	DL	-20				
12	YX	12				
7	G4	86	7	0	62	17
9	HA	-5				
4	OO	21	21	0	0	0
4	WN	5				
3	AA	-15				
12	DL	41	7	0	0	34
12	NK	172	7	0	6	159
11	9E	203	203	0	0	0
11	G4	38	9	0	0	29
5	NK	-19				
7	AS	-7				
7	OO	-8				
3	DL	216	0	0	0	216
5	9E	-17				
6	OO	3				
5	DL	-8				
4	OO	-9				
4	UA	-6				
7	WN	137	0	0	25	112
8	9E	-24				
8	WN	62	53	0	0	9
6	MQ	-13				
12	B6	151	76	0	5	70
5	AA	-8				
7	OO	5				
5	G4	16	12	0	4	0
11	WN	-5				
12	WN	-9				
8	WN	9				
11	AS	-25				
5	WN	-13				
2	OO	72	72	0	0	0
2	DL	8				
8	WN	5				
8	NK	-1				
6	AA	-15				
6	OH	-18				
12	B6	-10				
7	DL	-29				
1	AS	-6				
12	OO	-22				
1	YX	-13				
8	DL	-13				
3	WN	5				
4	DL	39	0	28	11	0
10	WN	-11				
5	UA	-6				
1	NK	4				
12	DL	-3				
5	AA	68	0	0	0	68
6	UA	2				
8	AA	13				
11	B6	-12				
3	OH	0				
3	9E	-18				
11	WN	0				
11	9E	38	0	0	15	23
5	DL	-6				
12	OO	-2				
6	WN	30	10	0	0	20
1	UA	-52				
11	AA	7				
6	DL	55	55	0	0	0
9	WN	-21				
6	NK	-23				
9	DL	-13				
6	OO	-11				
3	B6	6				
7	WN	-5				
8	AA	-13				
7	WN	-5				
1	F9	57	57	0	0	0
8	MQ	-18				
5	NK	-2				
1	WN	-4				
7	OO	51	51	0	0	0
10	WN	29	13	0	15	1
8	AA	40	1	0	26	13
1	WN	-13				
4	WN	-8				
10	WN	4				
11	OO	61	61	0	0	0
2	OO	-5				
1	YX	-28				
12	OO	-26				
12	F9	-2				
4	OO	-8				
12	WN	-16				
11	NK	-7				
5	DL	-19				
6	OO	-24				
11	OO	-32				
2	MQ	4				
11	DL	-7				
12	DL	3				
4	G4	105	0	0	105	0
1	AA	2				
5	B6	-17				
5	DL	-5				
4	WN	-2				
12	B6	-31				
1	WN	-20				
8	B6	12				
8	UA	-26				
8	UA	-10				
9	DL	-33				
8	AA	-12				
9	AA	-17				
12	AS	2				
1	WN	-3				
12	OO	-2				
10	OO	-30				
4	YX	-14				
5	AA	-8				
4	YX	-12				
7	AS	17	0	0	0	17
3	9E	7				
6	OH	-20				
2	WN	-5				
2	NK	0				
4	AA	-10				
9	WN	-6				
4	WN	-9				
3	NK	18	18	0	0	0
6	AA	16	0	0	1	15
5	NK	13				
7	OH	19	0	0	19	0
4	B6	-12				
3	AS	-10				
12	AA	14				
3	DL	-20				
7	WN	10				
6	UA	14				
4	WN	145	0	0	145	0
5	WN	17	17	0	0	0
10	F9	-33				
8	MQ	32	32	0	0	0
3	AS	-22				
7	UA	5				
4	OO	4				
11	OH	-8				
5	OO	34	34	0	0	0
3	UA	-10				
7	NK	20	0	0	20	0
10	AA	-17				
11	MQ	22	22	0	0	0
6	AA	77	0	42	35	0
8	F9	67	0	0	0	67
5	DL	6				
11	OO	75	68	0	7	0
9	AA	207	0	18	43	146
4	9E	59	0	0	0	59
12	YX	-34				
4	HA	13				
11	WN	-3				
6	UA	-19				
9	OO	9				
9	UA	-14				
11	WN	5				
8	AS	75	65	0	10	0
2	WN	-4				
3	NK	32	13	0	19	0
7	MQ	280	0	0	10	270
4	AA	10				
11	WN	10				
10	OO	-6				
11	WN	-15				
9	F9	2				
6	F9	-23				
11	NK	-14				
6	HA	-6				
10	WN	0				
8	NK	15	0	0	15	0
3	AA	1				
9	MQ	-19				
6	AA	-27				
10	DL	-11				
8	AA	26	0	0	2	24
5	AS	-6				
9	UA	25	0	0	25	0
7	9E	-30				
8	WN	-14				
7	AA	-14				
4	DL	-30				
11	WN	6				
9	DL	-9				
1	OO	-14				
9	NK	-29				
12	AA	22	0	0	8	14
1	DL	9				
7	9E	-36				
7	G4	56	0	0	53	3
2	DL	-34				
8	DL	-2				
1	UA	0				
11	OH	-15				
5	WN	-11				
1	DL	22	16	0	6	0
12	AA	24	0	0	24	0
5	UA	1				
8	DL	-8				
4	WN	28	10	0	0	18
6	F9	-3				
12	WN	-4				
2	AA	-22				
4	AA	-19				
9	WN	15	0	0	0	15
11	OH	-6				
12	WN	-11				
9	DL	7				
10	UA	7				
10	UA	-31				
8	AA	29	0	0	0	29
7	YX	87	0	87	0	0
10	NK	35	6	0	29	0
12	UA	-14				
10	UA	-28				
8	WN	-2				
2	OO	7				
3	DL	-3				
11	WN	-16				
1	AA	-11				
4	DL	0				
10	WN	-25				
9	UA	-24				
2	DL	-8				
12	YX	21	0	0	0	21
2	YX	-26				
12	AA	-10				
1	OO	-17				
11	UA	1				
3	MQ	14				
11	OO	23	0	0	3	20
3	NK	-4				
4	WN	-24				
7	WN	-10				
4	UA	13				
11	AA	20	20	0	0	0
8	AA	-22				
8	DL	-10				
4	9E	-21				
7	AA	-3				
8	AA	-18				
12	G4	160	0	0	10	150
5	WN	-9				
12	DL	6				
8	OH	-12				
8	F9	18	9	0	5	4
12	AS	31	0	0	0	31
10	UA	-17				
10	AA	-1				
9	WN	1				
12	MQ	-25				
8	B6	-4				
7	WN	28	28	0	0	0
6	9E	-12				
2	OO	19	19	0	0	0
8	OO	-32				
9	HA	-12				
8	WN	35	14	0	0	21
2	WN	-16				
9	WN	-1				
11	DL	-15				
12	WN	0				
3	NK	136	24	0	112	0
8	AS	-6				
1	UA	24	23	0	1	0
1	OO	-4				
10	WN	24	6	0	18	0
6	AA	14				
4	OO	-16				
8	AA	-35				
4	UA	5				
7	DL	-9				
3	OH	-3				
7	WN	-9				
2	UA	-12				
7	WN	-1				
3	UA	-16				
6	AA	-10				
8	DL	-18				
8	WN	-5				
3	DL	5				
4	YX	-7				
4	YX	-22				
9	UA	-13				
3	MQ	-8				
9	DL	-16				
4	UA	9				
5	AS	-7				
8	DL	-69				
4	DL	-13				
12	WN	-5				
11	F9	-22				
2	WN	-19				
3	DL	-6				
9	NK	-32				
11	NK	-3				
9	OO	-7				
7	UA	-7				
1	OH	-4				
5	OO	4				
8	DL	124	124	0	0	0
7	WN	-1				
10	WN	59	0	0	0	59
11	AA	40	40	0	0	0
10	WN	-9				
8	9E	-19				
10	AS	-19				
6	AA	22	12	0	0	10
3	WN	-8				
12	AA	8				
7	B6	45	11	0	0	34
12	WN	-11				
3	B6	-49				
10	AA	-6				
7	AA	2				
5	DL	-15				
4	UA	-19				
10	F9	-19				
6	DL	30	0	0	30	0
1	DL	-11				
5	AA	1				
3	AA	-26				
8	AS	-12				
4	OO	50	50	0	0	0
5	B6	-25				
7	OH	20	17	0	0	3
10	WN	27	26	0	1	0
12	OO	-21				
11	UA	-11				
8	WN	1				
7	OO	-16				
3	AA	27	0	0	10	17
6	B6	-23				
1	WN	-19				
1	DL	-30				
5	HA	44	0	0	44	0
1	B6	-21				
10	9E	-29				
11	NK	33	0	0	0	33
7	YX	-8				
4	WN	-20				
2	YX	-8				
5	DL	-8				
6	AA	32	11	0	11	10
5	MQ	-17				
8	HA	5				
2	AA	-27				
12	UA	-9				
12	9E	9				
4	B6	145	2	0	0	143
10	DL	4				
6	WN	3				
12	9E	-12				
4	MQ	-15				
4	UA	-27				
11	DL	-4				
4	WN	21	8	0	13	0
9	DL	-14				
3	DL	19	9	0	10	0
7	AA	-11				
3	WN	5				
3	DL	-1				
10	NK	-24				
5	NK	89	0	0	21	68
11	AS	-19				
3	WN	65	6	0	0	59
1	OO	0				
10	AA	57	57	0	0	0
3	HA	20	7	0	13	0
1	DL	19	0	0	19	0
1	YX	-22				
7	OO	-11				
1	AS	7				
3	YX	11				
8	OO	7				
8	AS	-11				
1	B6	-26				
5	WN	-8				
1	UA	100	0	9	75	16
6	WN	55	4	0	0	51
11	WN	-16				
12	NK	-7				
9	WN	11				
2	DL	-10				
6	UA	99	99	0	0	0
12	AA	31	31	0	0	0
1	NK	-4				
2	WN	-12				
3	WN	-6				
12	WN	-2				
12	WN	27	25	0	0	2
3	AA	77	7	0	33	37
2	AA	4				
8	WN	-5				
5	WN	-10				
7	WN	-4				
4	OO	-4				
7	AA	-15				
2	OO	-44				
12	B6	18	7	0	11	0
6	AA	46	4	0	0	42
10	9E	-19				
11	OO	-15				
5	UA	21	0	0	21	0
5	F9	41	0	0	19	22
9	WN	44	0	0	0	44
3	AA	73	0	0	0	73
9	F9	120	0	120	0	0
6	OH	10				
4	WN	1				
2	WN	-18				
6	MQ	-21				
10	YX	-3				
2	OO	70	70	0	0	0
7	UA	54	15	0	0	39
11	AA	9				
2	WN	-6				
6	OO	-12				
6	9E	22	22	0	0	0
4	AA	-14				
12	OO	-7				
8	AA	35	35	0	0	0
9	OO	-1				
2	B6	52	25	0	14	13
1	WN	-2				
11	AA	-17				
3	AA	52	52	0	0	0
8	WN	-15				
11	UA	-15				
11	OO	-16				
4	AA	6				
3	UA	32	0	0	32	0
9	AA	-8				
2	F9	5				
7	DL	186	186	0	0	0
3	B6	1				
2	B6	-29				
5	AS	-2				
11	WN	-7				
1	AA	48	26	0	9	13
8	AA	-7				
4	WN	-9				
4	AS	-12				
5	DL	-16				
11	DL	-12				
4	DL	-10				
8	WN	5				
11	OO	-18				
7	AS	-3				
8	UA	-17				
10	DL	-6				
12	WN	29	0	0	9	20
10	OO	-29				
5	YX	-19				
3	WN	-11				
8	9E	36	0	0	0	36
9	HA	17	8	0	0	9
12	WN	23	1	0	0	22
12	AA	-18				
10	UA	30	30	0	0	0
4	NK	25	0	0	1	15
8	DL	-4				
12	OO	-17				
8	DL	-11				
5	OH	15	0	0	15	0
4	AA	-15				
11	NK	185	185	0	0	0
10	YX	-21				
7	AS	-9				
2	DL	18	0	0	18	0
10	G4	-11				
10	DL	-18				
3	WN	19	0	0	0	19
6	MQ	-14				
11	WN	6				
6	DL	-4				
7	OO	14				
2	WN	9				
1	WN	1				
8	UA	-5				
5	WN	-20				
8	WN	-11				
5	AA	6				
1	OO	-3				
6	AS	-42				
5	F9	9				
6	OO	15	15	0	0	0
3	UA	199	166	0	25	8
2	UA	232	0	0	0	232
6	AA	30	30	0	0	0
2	OO	9				
9	DL	-18				
2	B6	0				
4	MQ	-13				
9	DL	0				
4	YX	9				
5	AA	-13				
1	YX	-17				
6	OO	-12				
7	WN	-9				
2	AA	-10				
11	AA	-11				
4	WN	-5				
12	WN	13				
12	DL	-20				
6	MQ	-6				
4	B6	-35				
2	MQ	11				
6	WN	15	7	0	0	8
11	F9	-21				
7	WN	34	0	0	34	0
7	DL	3				
12	UA	-20				
8	UA	-32				
8	NK	20	15	0	5	0
7	DL	4				
6	UA	-19				
2	WN	-3				
8	9E	27	0	0	27	0
3	DL	5				
6	DL	55	20	0	9	26
9	OO	-12				
5	NK	-9				
10	WN	-5				
4	WN	-14				
1	DL	1				
6	DL	16	1	0	0	15
6	AA	-7				
9	WN	-11				
3	AA	-13				
2	MQ	-18				
10	WN	13				
1	WN	0				
9	AA	24	11	0	0	13
5	AS	-7				
2	AS	-11				
6	OO	-33				
5	UA	106	59	0	0	47
2	AS	-14				
5	WN	-4				
3	B6	55	10	0	0	45
1	B6	3				
12	UA	-15				
5	AA	-11				
10	DL	-28				
8	G4	46	0	0	16	30
1	OO	1				
5	AA	37	37	0	0	0
3	DL	-7				
7	AA	-14				
7	MQ	23	0	0	23	0
7	NK	-7				
5	AA	47	5	0	0	42
2	WN	-13				
4	AA	0				
6	YX	18	0	0	18	0
5	AS	-10				
2	UA	-26				
11	WN	-10				
4	B6	-1				
1	DL	-15				
8	WN	-6				
4	AS	-15				
11	AA	-13				
8	DL	-16				
5	DL	20	0	0	20	0
7	9E	800	0	0	800	0
3	B6	44	5	0	2	37
9	9E	-31				
11	AS	-14				
8	WN	0				
12	WN	29	20	0	1	8
4	OO	-22				
6	OO	-21				
9	AA	7				
12	9E	-28				
7	DL	54	0	0	0	54
3	WN	14				
2	UA	-26				
5	AA	36	0	0	0	36
1	B6	-17				
7	AA	-13				
3	DL	35	4	0	0	31
1	WN	-15				
3	OO	4				
10	AA	2				
6	OO	7				
3	WN	-2				
4	F9	-1				
6	AS	29	14	0	15	0
8	YX	3				
9	AA	-16				
3	DL	-18				
5	OO	-14				
5	UA	107	0	0	0	107
10	DL	-8				
2	DL	-20				
9	OO	-22				
8	DL	-12				
8	DL	34	3	0	0	31
8	AS	84	0	61	23	0
9	AA	-6				
11	OO	-17				
4	WN	39	21	0	15	3
4	WN	-2				
1	UA	-2				
11	WN	95	0	0	0	95
3	HA	70	70	0	0	0
11	DL	2				
10	DL	-11				
2	B6	-18				
10	AA	105	4	0	100	1
12	WN	-9				
3	DL	0				
12	WN	-3				
8	AA	-10				
3	WN	9				
11	WN	-15				
8	DL	-34				
9	9E	-3				
8	NK	20	0	0	0	20
10	OO	151	0	0	0	151
6	OH	4				
10	B6	-21				
12	AS	-16				
11	DL	-13				
7	OO	-22				
12	MQ	-10				
4	WN	-8				
12	OO	-17				
4	NK	48	9	0	1	38
8	WN	10				
4	WN	133	25	0	0	108
11	OO	-2				
5	DL	-7				
9	UA	-23				
8	9E	-19				
3	WN	-6				
7	OO	90	0	0	11	79
10	UA	-9				
1	B6	-26				
11	UA	-4				
5	AA	-10				
5	AA	-16				
11	DL	8				
9	B6	84	0	0	84	0
7	WN	-26				
7	WN	21	21	0	0	0
4	AS	3				
3	B6	-7				
4	DL	8				
1	OO	69	69	0	0	0
2	WN	-10				
9	AS	53	0	0	33	20
10	UA	-5				
6	G4	-2				
11	DL	-11				
6	AA	-11				
9	WN	-7				
11	WN	12				
9	WN	68	0	0	58	10
5	UA	22	9	0	8	5
6	OO	-17				
7	AA	-12				
7	AS	2				
11	DL	8				
9	G4	11				
5	OH	0				
3	UA	-2				
12	DL	-18				
7	NK	4				
10	WN	-11				
12	WN	3				
12	WN	21	0	0	21	0
12	G4	-4				
10	DL	-15				
5	WN	-15				
8	MQ	5				
5	9E	1				
5	NK	11				
9	DL	-36				
7	HA	-1				
8	AA	17	17	0	0	0
7	WN	-11				
2	OO	-18				
6	WN	120	25	0	0	95
2	WN	21	3	0	4	14
2	AA	-10				
6	OH	21	1	0	20	0
10	WN	-10				
2	UA	3				
8	WN	-1				
12	AS	18	0	0	18	0
4	B6	-4				
12	WN	-16				
9	WN	39	11	0	9	19
2	OO	-25				
6	WN	-9				
8	DL	-7				
8	YX	16	0	0	16	0
10	UA	-15				
2	OO	-10				
9	WN	-14				
1	UA	13				
8	B6	-8				
10	DL	-15				
12	UA	-16				
8	WN	-5				
9	YX	20	0	0	20	0
8	AS	14				
10	OO	79	79	0	0	0
9	WN	-10				
10	WN	-15				
11	DL	-3				
10	DL	-22				
2	B6	-18				
8	AS	-22				
7	WN	-9				
7	OH	8				
8	WN	-13				
8	F9	-11				
11	G4	16	7	0	0	9
4	AA	-3				
4	UA	12				
8	AA	-22				
2	DL	-16				
11	AS	-19				
9	WN	-2				
8	9E	20	0	0	20	0
10	DL	-5				
10	WN	28	15	0	10	3
11	OO	-14				
10	NK	-13				
1	WN	27	23	0	0	4
3	WN	99	3	0	0	96
8	AA	35	0	0	12	20
4	MQ	-4				
11	MQ	-17				
5	AA	-14				
5	WN	-6				
9	AA	6				
2	9E	-30				
1	UA	67	9	0	0	58
2	DL	23	23	0	0	0
7	WN	-1				
1	B6	0				
10	WN	-5				
4	YX	-10				
11	MQ	-5				
11	DL	-26				
10	AA	-4				
7	AA	76	1	0	54	21
1	AA	-12				
4	WN	-15				
12	UA	7				
2	AA	-26				
12	UA	-9				
10	AA	38	28	0	10	0
9	WN	5				
10	MQ	18	12	0	0	6
10	WN	-2				
6	HA	-4				
7	AA	45	20	0	25	0
8	WN	14				
6	DL	274	212	45	17	0
4	AA	-6				
3	DL	5				
9	OO	6				
4	OO	19	19	0	0	0
8	WN	-12				
7	F9	37	20	0	1	16
12	AA	-3				
7	AA	-15				
4	WN	-1				
11	YX	-8				
1	WN	5				
5	OH	-17				
6	DL	-4				
7	AA	-4				
12	UA	29	0	0	29	0
7	OO	-4				
11	YX	-9				
6	OO	-16				
9	DL	168	0	146	22	0
10	AS	-24				
5	DL	-9				
11	OO	-11				
8	NK	-13				
6	B6	20	19	0	1	0
10	NK	-21				
7	NK	13				
9	OO	-12				
12	DL	-12				
11	OO	-14				
5	AS	-15				
4	UA	18	15	0	3	0
12	AA	-6				
4	YX	-14				
1	AS	37	0	0	37	0
2	AA	-14				
6	UA	32	6	0	26	0
10	OO	42	42	0	0	0
5	AA	-13				
7	AS	-16				
6	WN	-16				
11	YX	-10				
4	YX	-9				
4	DL	-11				
7	OO	-22				
9	B6	-19				
3	UA	-20				
8	AA	-18				
1	WN	-11				
10	UA	-20				
12	OO	40	40	0	0	0
11	F9	-19				
1	WN	-16				
8	WN	-5				
5	DL	46	46	0	0	0
9	DL	-9				
8	DL	25	25	0	0	0
4	AA	-12				
6	9E	-17				
9	WN	-12				
12	WN	0				
3	B6	-1				
6	WN	-4				
8	AA	-26				
2	OO	-7				
2	AA	-10				
2	AS	192	187	0	5	0
3	B6	-17				
8	DL	15	15	0	0	0
10	WN	-5				
4	YX	-11				
3	DL	6				
8	OO	0				
6	DL	-2				
8	NK	43	43	0	0	0
1	AA	11				
1	OO	8				
6	MQ	-5				
2	AA	-1				
11	UA	-7				
6	G4	-29				
10	AS	-8				
11	AS	74	60	0	14	0
6	WN	6				
3	AA	-8				
11	UA	-9				
12	WN	7				
9	G4	1				
2	DL	-15				
7	UA	-14				
11	AA	-4				
6	AA	-2				
4	OO	-2				
2	NK	-21				
1	WN	20	3	0	0	17
7	UA	123	48	0	0	75
2	WN	-6				
9	9E	-22				
10	DL	-4				
3	AA	1				
7	AA	-16				
11	NK	34	12	0	22	0
5	UA	83	7	0	0	76
12	F9	-15				
5	WN	10				
11	YX	-29				
2	B6	-21				
6	B6	-24				
5	UA	-3				
8	WN	-16				
5	AA	-40				
12	HA	-2				
5	AA	-16				
5	UA	-4				
4	NK	124	7	0	117	0
12	F9	-18				
3	OH	10				
6	WN	-1				
10	UA	-1				
11	F9	-32				
3	WN	27	26	0	0	1
8	WN	-23				
8	OO	-14				
4	AA	50	25	0	0	25
7	UA	98	1	0	0	97
6	NK	-3				
8	OH	1				
4	DL	8				
10	WN	19	4	0	0	15
6	OO	-25				
3	UA	-6				
11	AA	3				
7	WN	25	0	0	0	25
7	DL	67	67	0	0	0
12	DL	45	7	0	0	38
8	WN	-13				
1	WN	-8				
1	AA	4				
8	MQ	-2				
10	DL	-15				
11	AA	-9				
12	OO	9				
1	OO	-9				
2	DL	-16				
1	DL	-12				
1	AA	-9				
3	DL	-14				
11	DL	-15				
7	WN	-18				
3	AA	-27				
2	YX	-13				
10	OO	0				
5	UA	-56				
9	DL	-8				
6	DL	-6				
11	OH	1				
1	YX	41	0	0	41	0
3	MQ	-11				
11	DL	-20				
9	MQ	78	3	0	0	75
9	OO	-12				
3	DL	8				
5	DL	-13				
12	WN	-13				
5	UA	-7				
5	WN	53	18	0	0	35
1	AA	-11				
11	OO	-15				
5	AA	-14				
12	OO	-13				
1	YX	-23				
6	AA	10				
10	WN	-13				
5	WN	-15				
8	AA	-9				
9	NK	18	18	0	0	0
12	NK	3				
12	OO	6				
6	AS	-15				
7	WN	21	0	0	8	13
7	WN	0				
10	NK	21	0	0	3	18
12	DL	-12				
10	MQ	-18				
10	9E	-19				
6	WN	9				
9	AA	3				
4	WN	44	39	0	0	5
5	DL	-2				
5	AA	156	37	0	0	119
7	WN	0				
6	DL	-9				
8	UA	-18				
5	F9	6				
6	UA	3				
3	OO	-10				
8	AA	-14				
7	AA	-6				
7	WN	62	12	0	8	42
6	WN	-19				
11	9E	-11				
5	DL	57	35	0	22	0
6	9E	101	101	0	0	0
9	WN	7				
11	DL	9				
2	NK	-31				
1	UA	-2				
12	WN	3				
12	9E	-21				
2	UA	-21				
7	UA	38	34	0	0	4
2	NK	8				
3	DL	-10				
12	UA	-16				
6	DL	76	0	0	0	76
1	NK	-27				
2	UA	4				
8	YX	-15				
10	DL	7				
6	DL	103	0	0	0	103
12	WN	-16				
11	WN	-12				
7	MQ	-5				
7	OO	1				
1	WN	-20				
7	WN	-26				
3	AA	0				
3	HA	8				
10	B6	-14				
10	UA	-3				
3	OO	-22				
2	WN	-14				
8	YX	-16				
12	WN	-19				
4	MQ	-14				
4	UA	-28				
11	9E	-25				
1	AA	-9				
12	YX	2				
11	MQ	-11				
5	AA	-21				
4	AS	61	26	0	35	0
5	YX	-10				
10	WN	7				
2	UA	-25				
8	DL	-14				
1	DL	-5				
7	OO	7				
3	DL	-21				
9	DL	-20				
7	AS	-16				
11	OO	-3				
10	WN	55	2	0	3	50
4	9E	-9				
1	G4	-13				
5	NK	3				
11	WN	0				
8	WN	-2				
1	AA	-22				
3	UA	-10				
8	WN	-19				
10	AA	-26				
9	NK	80	0	0	80	0
2	UA	120	104	0	16	0
1	WN	1				
2	OO	-24				
8	DL	2				
12	F9	-7				
12	WN	-17				
11	OO	8				
12	WN	-11				
3	B6	16	9	0	7	0
12	WN	24	0	0	0	24
1	UA	-6				
5	OH	-19				
2	HA	14				
10	9E	-30				
9	WN	-9				
7	UA	72	24	0	0	48
3	WN	58	0	0	58	0
8	F9	103	0	0	0	103
7	AA	46	0	0	0	46
8	MQ	5				
1	NK	-17				
9	WN	-16				
11	WN	-16				
7	G4	-28				
6	UA	-5				
4	HA	27	27	0	0	0
1	WN	8				
8	WN	-2				
4	AS	-3				
6	DL	18	6	0	0	12
6	OO	-3				
9	AA	-13				
6	NK	-29				
3	NK	-20				
11	WN	-8				
12	9E	82	44	0	0	38
11	UA	-15				
5	WN	-16				
8	DL	1				
9	HA	-4				
4	DL	-5				
4	WN	10				
3	WN	-4				
10	AS	-21				
12	UA	-5				
8	DL	37	37	0	0	0
10	AA	-30				
5	WN	-4				
5	WN	31	0	0	31	0
10	UA	164	164	0	0	0
10	DL	-36				
9	B6	-32				
4	AA	8				
6	UA	-9				
9	B6	-30				
5	9E	-27				
8	DL	-2				
