Month	OP_UNIQUE_CARRIER	ARR_DELAY	CARRIER_DELAY	WEATHER_DELAY	NAS_DELAY	LATE_AIRCRAFT_DELAY
7	AA	-5				
4	OO	66	0	66	0	0
8	WN	-8				
6	NK	60	10	0	15	35
3	YX	-20				
10	B6	39	9	0	0	30
9	B6	-24				
6	UA	136	61	0	0	75
1	AS	2				
4	WN	-2				
8	MQ	-17				
5	UA	-17				
9	YX	-8				
12	AA	36	36	0	0	0
7	YX	-19				
3	WN	-8				
10	WN	-20				
2	AA	3				
6	OO	24	0	24	0	0
7	DL	1				
12	WN	33	0	0	33	0
3	OO	-16				
7	DL	117	104	0	0	13
11	YX	-7				
10	WN	-19				
5	NK	-31				
4	9E	-4				
8	AA	-4				
11	OH	-19				
12	DL	74	74	0	0	0
1	DL	-2				
2	WN	0				
10	AA	9				
4	WN	-10				
11	DL	-13				
12	WN	-18				
10	AA	-9				
9	9E	-26				
3	HA	0				
3	OO	-6				
2	OO	-14				
12	WN	-3				
10	NK	-17				
3	UA	3				
6	AA	16	0	0	0	16
2	WN	27	0	0	27	0
8	UA	-30				
9	F9	5				
3	WN	13				
2	DL	-6				
3	OH	-26				
6	DL	13				
2	OO	24	0	0	0	24
12	9E	3				
1	UA	-1				
9	WN	13				
7	AA	155	135	0	20	0
9	AA	-24				
7	YX	10				
9	AA	1				
4	DL	-23				
3	WN	25	0	0	25	0
8	B6	-11				
1	B6	-60				
9	WN	9				
6	AA	2				
4	MQ	31	31	0	0	0
1	YX	-39				
3	WN	-13				
4	WN	-16				
6	DL	-1				
4	UA	-4				
5	DL	-18				
2	WN	16	13	0	0	3
12	AS	456	456	0	0	0
7	DL	3				
5	OO	-20				
3	AS	-13				
9	WN	-11				
5	AA	-5				
4	B6	-11				
5	WN	-6				
10	OO	-17				
5	UA	13				
1	WN	-5				
10	WN	-9				
3	WN	-16				
4	HA	-2				
10	YX	-13				
11	OO	-24				
7	WN	-8				
7	AA	111	12	0	0	99
10	MQ	22	0	0	11	1
3	OO	-34				
11	OH	-21				
12	NK	23	8	0	15	0
5	WN	-20				
6	UA	-1				
1	OO	-12				
11	AA	4				
5	AA	46	5	0	0	41
6	YX	-26				
12	YX	-22				
7	DL	-21				
10	OO	12				
4	WN	-14				
7	UA	22	17	0	5	0
2	AA	-18				
11	WN	-10				
6	9E	99	0	0	1	98
1	DL	18	0	0	18	0
2	B6	14				
7	DL	76	76	0	0	0
6	WN	-2				
6	AA	-12				
8	F9	-11				
10	B6	-20				
6	AS	-18				
11	9E	-16				
12	NK	2				
9	MQ	2				
4	UA	22	10	0	0	12
4	AA	-11				
10	AS	-2				
5	WN	-11				
9	AA	-15				
9	9E	23	0	0	23	0
1	9E	2				
6	9E	-13				
8	YX	53	0	0	0	53
8	OH	-12				
3	UA	-14				
6	WN	-8				
7	YX	5				
8	9E	-7				
1	DL	-24				
3	UA	22	0	0	0	22
7	WN	-18				
5	UA	-24				
5	MQ	-21				
10	OO	-9				
7	AA	2				
3	NK	-27				
11	WN	-11				
8	WN	4				
1	OO	-25				
9	AS	-7				
3	DL	-19				
7	DL	-19				
6	OH	4				
10	UA	0				
9	9E	-11				
12	WN	-11				
7	DL	-2				
2	UA	106	5	0	0	101
8	DL	15	0	0	0	15
5	DL	8				
3	WN	-7				
7	UA	156	0	0	4	152
7	DL	13				
8	UA	-6				
11	9E	-14				
10	9E	-21				
8	DL	-33				
8	UA	21	11	0	0	10
4	WN	-4				
3	WN	-3				
7	AA	39	12	0	2	25
9	DL	-12				
7	DL	-14				
5	NK	-22				
5	OH	37	0	29	8	0
7	AA	-4				
11	UA	-30				
9	UA	46	46	0	0	0
6	UA	-8				
1	WN	31	0	0	31	0
4	WN	-7				
12	WN	-3				
9	OO	-18				
8	WN	-10				
2	WN	-33				
9	NK	-11				
9	OH	15	15	0	0	0
10	AA	-34				
11	UA	-7				
6	9E	87	4	0	49	34
7	G4	-11				
5	DL	-27				
1	AA	50	47	0	3	0
3	OO	-12				
6	UA	-19				
8	9E	-10				
2	AA	-14				
6	YX	-3				
6	DL	3				
5	NK	-17				
2	UA	11				
1	WN	-18				
10	B6	-29				
12	DL	-40				
10	AS	-13				
8	AA	-29				
10	WN	6				
2	DL	-34				
6	AA	-20				
10	AA	191	0	149	9	33
4	WN	-2				
8	OO	114	114	0	0	0
6	OO	29	29	0	0	0
4	F9	-10				
5	UA	-16				
1	YX	110	0	0	0	110
2	WN	6				
11	DL	-7				
8	DL	16	0	0	16	0
5	UA	-24				
10	9E	-10				
3	YX	-14				
7	DL	-12				
5	WN	-11				
12	AA	-7				
11	B6	-2				
1	UA	-18				
5	G4	-7				
2	UA	-6				
1	OO	12				
2	G4	-15				
5	WN	-13				
7	AA	64	0	0	0	64
8	AA	-8				
10	NK	-10				
2	YX	-24				
7	WN	30	0	0	4	26
12	UA	-18				
8	G4	144	0	0	7	137
6	AA	-5				
12	AS	-11				
1	WN	11				
5	WN	5				
5	OO	-2				
12	OH	-8				
6	WN	13				
7	9E	-29				
12	NK	162	152	0	10	0
2	WN	-14				
8	DL	0				
12	OO	-3				
6	NK	22	0	0	22	0
9	WN	-7				
4	WN	-12				
4	WN	25	25	0	0	0
9	WN	11				
10	AA	3				
5	DL	-20				
3	UA	4				
3	AA	-18				
1	B6	-1				
10	DL	-9				
5	OO	-17				
9	AS	-3				
5	UA	-8				
6	UA	7				
8	UA	-16				
9	WN	-21				
11	AA	6				
5	DL	-3				
12	WN	7				
9	OO	-6				
11	WN	-10				
7	AA	-2				
5	WN	-12				
5	AA	-14				
12	OH	83	6	0	1	76
8	G4	-7				
2	DL	-31				
2	WN	-3				
8	AS	-20				
2	AA	-13				
2	DL	27	0	0	14	13
6	OH	-21				
8	HA	0				
5	AA	-19				
8	B6	-1				
8	WN	13				
3	DL	0				
6	AA	19	19	0	0	0
2	DL	-9				
4	WN	-9				
8	AA	73	0	0	0	73
11	WN	-2				
2	MQ	35	0	0	2	33
7	AA	8				
7	9E	-4				
8	OO	29	29	0	0	0
8	UA	4				
10	UA	-28				
3	DL	134	0	75	11	48
7	OO	-3				
8	AA	-9				
10	UA	-30				
4	AA	-24				
12	WN	-15				
5	AA	-3				
6	WN	-7				
11	MQ	-7				
10	AA	-5				
12	WN	-13				
3	WN	-1				
2	B6	-9				
10	WN	18	0	0	18	0
9	MQ	-29				
4	NK	24	0	0	6	18
8	B6	49	8	0	3	38
10	AA	50	0	21	29	0
3	AA	-23				
2	AS	-5				
6	DL	49	1	0	0	48
3	YX	-5				
1	MQ	-22				
9	OO	-23				
7	B6	238	0	0	238	0
5	AA	-5				
8	DL	-12				
9	OO	9				
3	UA	-14				
9	DL	24	24	0	0	0
5	DL	-13				
4	AA	-19				
10	AA	-2				
12	WN	5				
2	OO	8				
2	MQ	-5				
4	MQ	22	9	0	3	10
7	DL	-8				
2	OH	4				
8	UA	-2				
8	AA	75	2	0	0	73
11	UA	-24				
9	DL	-13				
4	DL	58	0	0	0	58
12	UA	1				
5	G4	-17				
3	AA	25	14	0	11	0
6	F9	95	23	0	6	66
9	WN	-8				
7	HA	-5				
4	UA	-33				
3	UA	48	0	0	48	0
8	AA	-3				
4	B6	-18				
3	OH	0				
6	G4	-1				
7	AS	20	3	0	0	17
4	UA	105	6	0	0	99
2	DL	31	0	0	21	10
7	MQ	0				
1	UA	-22				
9	AA	-12				
8	YX	5				
9	UA	-18				
2	AA	-4				
3	WN	-11				
3	OO	-13				
8	UA	8				
8	UA	23	0	0	0	23
6	WN	20	0	0	20	0
3	WN	13				
6	AA	-10				
10	WN	-3				
7	NK	-1				
8	WN	14				
10	OO	-23				
11	AA	25	0	0	6	19
10	WN	-6				
1	F9	-25				
8	UA	34	23	0	0	11
10	WN	-9				
7	DL	-8				
4	DL	-11				
6	UA	0				
9	MQ	-21				
6	AA	-12				
4	AA	-7				
10	WN	-11				
4	AA	-17				
10	OO	-9				
6	UA	-28				
7	OO	-10				
1	OH	-1				
3	WN	2				
1	WN	-18				
12	OH	125	0	22	24	79
11	F9	-21				
11	AS	17	9	0	8	0
3	WN	0				
8	AA	97	0	0	0	97
6	WN	-6				
4	UA	-1				
10	DL	-8				
2	DL	-5				
10	UA	-21				
2	AA	4				
11	DL	-20				
12	DL	-5				
2	AA	22	11	0	1	10
7	UA	168	9	0	29	130
8	OO	193	193	0	0	0
5	YX	-22				
8	WN	-8				
5	B6	-17				
11	9E	-12				
11	WN	-16				
2	MQ	-9				
6	9E	-25				
9	NK	-11				
3	OH	-4				
3	AA	-15				
9	WN	0				
9	AA	12				
1	DL	134	40	0	94	0
1	AA	11				
7	DL	-1				
6	WN	-11				
4	YX	-7				
10	AA	8				
6	B6	-36				
1	WN	-21				
2	AA	7				
12	UA	-3				
2	OO	-6				
5	DL	51	51	0	0	0
10	AA	-10				
6	WN	-16				
3	AA	-10				
11	AA	-6				
4	AA	49	0	0	0	49
12	AA	-21				
12	AA	-29				
12	AA	7				
4	HA	33	0	0	31	2
3	AA	-16				
3	UA	28	0	0	0	28
7	WN	0				
8	WN	32	8	0	0	24
5	AA	55	55	0	0	0
9	UA	-12				
5	DL	-5				
10	OO	-15				
4	YX	-27				
12	OO	-27				
11	OO	-21				
3	AA	19	19	0	0	0
6	MQ	-1				
7	AA	-24				
1	AA	-26				
2	HA	-8				
5	DL	-13				
2	AS	4				
10	WN	-17				
8	DL	0				
11	WN	-11				
9	WN	8				
5	AS	-15				
2	G4	23	0	0	0	23
5	YX	-9				
7	AA	7				
8	AA	-14				
10	NK	-10				
11	B6	-2				
2	DL	-6				
2	UA	-16				
5	WN	106	106	0	0	0
4	DL	-10				
8	OO	-31				
11	WN	-14				
6	WN	-12				
4	NK	19	0	0	19	0
12	WN	-6				
6	YX	-3				
10	B6	-16				
7	WN	-10				
1	OO	113	113	0	0	0
6	WN	17	0	0	17	0
5	B6	-36				
7	WN	8				
3	WN	9				
3	WN	-1				
10	AA	-10				
11	UA	-17				
12	UA	4				
5	YX	-16				
8	NK	28	0	0	28	0
3	OO	14				
11	DL	-1				
7	DL	-7				
5	AA	0				
12	MQ	6				
10	DL	-10				
8	AS	-15				
6	B6	92	4	0	15	73
1	AA	-10				
8	AS	-1				
9	DL	9				
8	DL	-4				
10	9E	-27				
9	DL	-9				
4	OH	5				
8	WN	-11				
11	OO	-18				
6	AA	-29				
8	UA	58	58	0	0	0
2	UA	-30				
4	B6	-6				
10	AA	158	158	0	0	0
4	DL	-4				
11	9E	13				
12	OO	-25				
8	AA	-12				
7	DL	0				
10	WN	56	45	0	0	11
4	WN	107	105	0	2	0
7	UA	23	19	0	4	0
6	DL	0				
4	F9	-12				
8	DL	-19				
8	OO	66	66	0	0	0
4	WN	-17				
12	F9	61	0	0	0	61
8	AA	-14				
7	AA	-8				
12	DL	-43				
6	WN	1				
5	WN	-10				
10	UA	73	20	0	0	53
5	MQ	-10				
8	OO	-5				
9	B6	269	22	0	0	247
8	AS	11				
11	UA	-32				
10	B6	71	49	0	11	11
10	MQ	-15				
10	WN	-11				
10	MQ	-9				
11	B6	-16				
11	DL	-24				
3	UA	-22				
10	DL	-15				
10	OO	34	34	0	0	0
3	DL	-10				
9	UA	-4				
10	OO	19	0	0	0	19
7	AS	-15				
3	DL	-3				
7	DL	9				
6	UA	8				
5	UA	-11				
11	WN	70	70	0	0	0
6	B6	15	5	0	10	0
1	UA	8				
4	DL	-25				
12	OO	-38				
8	9E	0				
10	WN	2				
9	MQ	-15				
8	YX	13				
12	WN	95	95	0	0	0
12	DL	-18				
10	B6	126	7	0	5	114
1	UA	-45				
5	WN	38	38	0	0	0
1	DL	-13				
1	OO	4				
11	OH	29	0	0	0	29
7	OH	225	0	0	225	0
5	WN	-7				
8	AA	114	114	0	0	0
9	WN	-8				
5	OO	18	18	0	0	0
11	AA	-14				
8	DL	-44				
7	B6	-12				
5	OO	-30				
5	OO	-2				
9	MQ	-19				
9	WN	-18				
10	WN	1				
4	B6	77	77	0	0	0
2	HA	63	0	0	0	63
3	WN	-5				
5	WN	-18				
9	UA	8				
8	DL	-20				
3	AA	-2				
5	WN	-27				
7	DL	-15				
2	AA	-4				
12	DL	-2				
5	WN	-5				
2	MQ	-8				
12	DL	-32				
11	WN	-5				
9	AA	61	10	0	0	51
4	9E	11				
12	AA	-9				
7	WN	-15				
3	DL	-15				
5	UA	-10				
10	9E	-23				
5	MQ	-17				
4	AA	33	1	0	0	32
1	G4	68	0	35	33	0
6	WN	-18				
12	MQ	-29				
9	YX	-16				
2	NK	70	1	0	6	63
2	DL	-28				
2	YX	-24				
1	WN	-7				
6	OO	6				
9	AA	-35				
9	DL	-13				
7	B6	-16				
4	AA	27	0	0	13	14
2	B6	16	16	0	0	0
10	B6	15	5	0	0	10
1	OO	-1				
5	UA	233	0	0	6	227
6	DL	-11				
7	UA	-5				
9	WN	-7				
6	DL	41	0	0	22	19
9	DL	-15				
4	AS	30	26	0	4	0
10	DL	-7				
4	AA	-16				
6	OO	-18				
9	WN	-10				
5	AA	-8				
10	AS	-19				
11	YX	-22				
2	UA	2				
6	DL	3				
10	UA	-19				
12	YX	-15				
2	YX	-24				
1	WN	-17				
3	AA	11				
11	OO	-7				
2	NK	-17				
5	AA	-25				
9	UA	13				
5	OO	-12				
5	WN	-4				
11	NK	43	12	0	31	0
10	UA	-10				
7	AA	7				
10	WN	4				
1	B6	-1				
10	B6	-21				
5	B6	47	47	0	0	0
7	B6	-36				
4	G4	57	0	0	57	0
2	WN	-8				
9	WN	5				
7	9E	-6				
2	OO	-18				
5	AA	-14				
11	DL	-11				
11	UA	-4				
10	OO	-8				
10	B6	68	0	0	0	51
12	OO	-20				
4	WN	-1				
4	OO	-17				
11	AA	-1				
12	B6	-37				
8	OH	-24				
1	UA	-21				
4	AA	-7				
12	WN	41	1	0	0	40
7	AA	4				
4	B6	10				
8	AA	-23				
7	AA	0				
11	OO	-8				
1	UA	90	8	0	40	42
5	UA	53	0	0	44	9
9	MQ	-16				
11	UA	-12				
5	NK	-10				
4	UA	-12				
3	WN	16	0	0	16	0
2	AA	4				
12	AA	-25				
5	DL	-12				
2	OO	-9				
8	NK	-12				
7	9E	-23				
1	B6	-2				
8	UA	-8				
10	OO	-16				
11	AA	6				
11	UA	-15				
7	OO	-1				
8	OH	14				
11	DL	24	24	0	0	0
9	WN	-3				
4	F9	127	117	0	10	0
2	DL	29	29	0	0	0
8	UA	-7				
11	OO	-2				
12	UA	-38				
7	WN	-23				
8	WN	-13				
2	AA	3				
12	WN	-12				
8	OO	-2				
2	WN	-12				
8	AA	-4				
1	DL	-14				
3	AA	-9				
2	WN	-9				
8	YX	15	15	0	0	0
3	WN	31	0	0	31	0
10	WN	21	15	0	0	6
11	MQ	33	0	0	33	0
5	AA	-28				
1	WN	-16				
7	DL	45	45	0	0	0
7	WN	19	11	0	0	8
5	B6	217	208	0	9	0
8	B6	75	0	0	75	0
5	AS	-5				
3	YX	22	0	0	0	22
7	UA	3				
8	WN	7				
8	OO	-4				
5	AS	-20				
7	DL	-9				
6	F9	28	5	0	2	21
4	AA	-13				
3	G4	82	82	0	0	0
1	NK	-8				
1	UA	-17				
3	WN	-8				
9	G4	11				
11	OO	-17				
8	DL	5				
4	AA	253	0	0	2	251
5	WN	-16				
6	MQ	-10				
12	F9	-3				
4	WN	14				
1	WN	-17				
12	AA	-25				
1	WN	155	155	0	0	0
4	B6	7				
1	B6	-32				
5	WN	-11				
9	AA	29	0	0	0	29
6	UA	-1				
3	DL	-18				
3	YX	-39				
2	WN	-3				
8	UA	22	6	0	16	0
8	F9	-16				
1	UA	22	0	0	22	0
11	YX	-5				
9	UA	-16				
5	DL	-11				
8	AA	-7				
8	MQ	-5				
4	WN	-11				
10	WN	-14				
5	OO	-2				
1	OO	-25				
3	B6	-9				
6	HA	0				
11	WN	-14				
1	DL	16	0	0	16	0
10	NK	-46				
5	WN	126	15	0	0	111
5	WN	-3				
2	OH	-23				
12	WN	-11				
6	YX	-17				
12	AA	151	28	0	9	114
12	DL	-2				
1	AA	9				
12	DL	-7				
5	YX	-17				
9	AA	-14				
1	WN	5				
7	MQ	-2				
2	AA	-9				
10	UA	12				
3	OO	-29				
2	AS	-14				
3	OH	-4				
3	OO	-14				
10	WN	114	114	0	0	0
10	F9	5				
2	B6	2				
12	OO	-13				
7	DL	-2				
8	OO	-2				
7	F9	-9				
11	OO	-16				
11	NK	-15				
7	B6	-26				
8	DL	-16				
3	UA	-26				
11	DL	-8				
1	OH	-18				
1	WN	-6				
8	AS	-15				
12	F9	87	0	83	4	0
1	9E	24	0	0	0	24
4	AA	0				
5	YX	-19				
2	WN	-7				
7	DL	-9				
3	YX	-6				
4	DL	1				
6	MQ	2				
8	DL	-24				
12	DL	3				
3	WN	-6				
7	AA	127	44	0	0	83
10	MQ	-17				
6	OO	9				
3	WN	-14				
1	WN	-3				
11	UA	-32				
8	DL	-29				
11	F9	-17				
4	WN	-1				
6	WN	4				
8	UA	-32				
3	DL	7				
4	WN	8				
3	WN	-14				
7	AA	-6				
8	OO	32	0	32	0	0
9	NK	-15				
5	WN	-16				
9	AA	-16				
9	AA	-17				
1	AA	-3				
6	UA	15	0	10	5	0
1	DL	19	0	0	19	0
3	B6	84	5	0	0	79
5	DL	-3				
12	WN	-15				
3	WN	99	92	0	7	0
2	UA	32	32	0	0	0
7	DL	-21				
10	WN	2				
9	DL	7				
4	DL	21	18	0	3	0
1	DL	-13				
9	UA	-4				
7	F9	-11				
1	UA	11				
2	NK	-13				
3	AA	-8				
7	WN	37	14	0	0	23
8	OO	-5				
4	WN	99	0	0	0	99
9	UA	-18				
10	OO	-7				
2	AA	1				
3	NK	156	2	0	154	0
6	9E	8				
9	YX	-17				
11	WN	91	0	0	0	91
3	WN	-16				
9	UA	0				
9	DL	-8				
6	DL	-15				
4	DL	-23				
7	AA	7				
7	B6	174	0	0	50	124
2	UA	-23				
2	UA	-8				
3	AA	-23				
10	AA	-21				
1	WN	-30				
1	AA	-4				
7	UA	15	6	0	0	9
2	YX	36	0	0	0	36
12	DL	-25				
12	UA	7				
9	WN	8				
12	DL	-6				
6	UA	-25				
2	OH	-16				
8	WN	-1				
7	WN	6				
8	OO	-5				
11	AA	-5				
8	DL	-11				
11	DL	-43				
4	OO	0				
7	AS	0				
6	UA	-22				
7	DL	25	22	0	3	0
9	WN	-8				
11	HA	-4				
2	HA	23	23	0	0	0
4	WN	-9				
10	AA	-22				
6	B6	132	5	0	52	75
9	AS	0				
6	OO	-2				
1	AS	18	18	0	0	0
1	AA	-19				
11	AA	-17				
1	DL	-10				
8	WN	-9				
5	AS	-25				
11	AA	-11				
8	F9	16	0	0	16	0
5	AA	92	0	0	0	92
11	AA	-5				
7	AS	19	0	0	0	19
10	UA	-18				
4	YX	-3				
7	B6	-23				
1	B6	43	17	0	0	26
7	WN	-13				
9	WN	0				
4	DL	-16				
3	9E	10				
8	UA	2				
12	DL	-34				
5	DL	-30				
8	WN	28	8	0	9	11
8	WN	-16				
12	YX	5				
10	OO	-18				
2	9E	24	24	0	0	0
7	OO	-2				
11	AA	533	521	0	0	12
12	UA	-8				
2	AA	-28				
8	AA	-10				
1	AS	-22				
9	WN	-1				
9	WN	-8				
11	DL	1				
11	OO	4				
11	B6	-11				
6	AS	-24				
5	WN	-16				
8	UA	23	21	0	2	0
4	AA	43	43	0	0	0
4	G4	-7				
9	WN	-11				
7	G4	-1				
9	UA	-21				
6	WN	12				
7	UA	185	179	0	6	0
2	DL	-17				
11	WN	-11				
10	F9	-9				
10	AS	-14				
11	OO	-4				
1	WN	13				
6	DL	-11				
5	OO	-21				
3	UA	-11				
5	OO	-1				
8	WN	50	0	0	50	0
2	AA	-13				
11	AA	-29				
7	AA	108	0	107	1	0
10	UA	-51				
5	NK	-4				
4	UA	231	12	0	0	219
10	UA	-18				
10	AA	20	20	0	0	0
3	DL	12				
4	AA	-1				
7	F9	15	4	0	0	11
11	WN	5				
8	AA	7				
5	WN	0				
8	OH	178	0	140	0	38
11	AA	23	1	0	13	9
8	G4	31	0	0	7	24
1	DL	-30				
8	WN	-2				
5	AA	-15				
12	AA	-19				
8	OO	-15				
6	9E	12				
6	DL	14				
7	UA	-8				
2	WN	-9				
9	DL	-2				
1	AA	-17				
6	AS	-2				
1	DL	4				
9	OH	-28				
10	UA	-21				
7	WN	-16				
6	AA	14				
11	F9	-27				
1	B6	2				
2	DL	-4				
3	OO	13				
12	AS	-14				
2	AA	864	7	0	7	850
4	B6	84	84	0	0	0
7	YX	22	0	0	22	0
3	AA	15	0	0	15	0
5	DL	-17				
1	DL	-7				
7	AA	-16				
2	DL	-4				
1	WN	-11				
6	9E	-29				
3	UA	-23				
4	DL	4				
7	AA	-2				
1	9E	-6				
10	WN	-12				
3	DL	-12				
10	9E	-18				
3	F9	6				
3	DL	5				
7	AS	18	0	0	18	0
9	WN	2				
10	AA	-13				
6	OO	-2				
10	OH	-19				
3	F9	27	0	0	27	0
5	UA	14				
11	DL	-7				
10	AA	-1				
1	AA	-20				
9	OO	-7				
10	9E	-1				
11	F9	-9				
12	OO	-16				
1	AA	-20				
9	AA	-17				
7	AS	-9				
8	WN	83	83	0	0	0
11	WN	-3				
8	NK	-15				
9	B6	-28				
12	DL	-8				
6	AA	-12				
2	G4	-44				
11	AA	-35				
11	AA	42	42	0	0	0
3	OO	-10				
10	OH	-4				
9	DL	-5				
2	WN	-6				
7	WN	-15				
4	WN	4				
7	AA	-13				
6	UA	35	0	0	35	0
5	AA	27	27	0	0	0
9	DL	-10				
12	AA	-21				
7	WN	5				
12	AA	22	0	0	22	0
2	OO	-12				
4	MQ	-14				
6	OO	-31				
6	AA	77	52	0	25	0
9	DL	-11				
9	AS	23	16	0	7	0
3	F9	-4				
12	OH	-28				
10	WN	-14				
10	AA	-8				
4	MQ	6				
7	G4	-23				
8	AA	-10				
8	DL	-21				
1	WN	47	0	0	47	0
5	WN	16	0	0	16	0
12	DL	-12				
8	YX	-24				
4	B6	-12				
6	AA	-23				
10	WN	-14				
11	WN	-10				
12	DL	-25				
8	DL	6				
5	WN	7				
8	WN	-7				
12	AA	6				
7	AA	-16				
8	WN	19	0	0	0	19
4	NK	6				
5	UA	2				
4	AA	-17				
11	9E	-5				
9	OH	82	0	82	0	0
10	DL	-5				
6	AA	-24				
8	MQ	-21				
12	OH	6				
3	WN	-4				
5	OH	18	0	0	18	0
3	OO	14				
11	DL	-17				
3	WN	-18				
8	OO	3				
3	UA	-18				
7	UA	-20				
6	9E	-24				
11	F9	-13				
7	YX	-15				
6	OH	0				
9	OO	-20				
7	DL	-9				
3	WN	-14				
7	AS	-18				
9	MQ	-11				
9	AA	-10				
8	WN	-7				
8	WN	47	47	0	0	0
10	DL	-12				
3	AS	0				
6	F9	-12				
6	WN	-6				
10	UA	-27				
7	AA	-5				
7	OO	-6				
6	F9	27	0	0	27	0
4	WN	1				
9	WN	-19				
10	WN	-15				
2	UA	-7				
8	WN	14				
1	OO	-12				
7	AA	-7				
3	NK	-15				
2	NK	30	10	0	20	0
2	MQ	22	0	0	0	22
11	WN	-1				
10	DL	2				
3	NK	57	6	0	51	0
5	DL	1				
7	DL	-7				
2	WN	9				
3	AA	2				
6	9E	-21				
9	DL	-30				
11	WN	-21				
3	WN	-2				
11	WN	-6				
7	NK	3				
8	UA	16	14	0	2	0
1	DL	-19				
9	AA	-17				
10	DL	13				
2	DL	0				
3	WN	12				
11	OO	-18				
7	OH	-16				
11	YX	-27				
9	DL	20	0	0	0	20
8	AS	16	0	0	16	0
12	OH	29	0	0	0	29
10	B6	-23				
7	WN	22	0	0	0	22
3	G4	-16				
9	WN	-14				
4	OO	-10				
10	MQ	40	1	0	24	15
4	MQ	-10				
6	UA	-40				
6	AA	111	36	0	16	59
4	B6	3				
10	OO	-5				
8	OO	-1				
10	DL	0				
8	DL	48	0	0	48	0
5	WN	1				
2	NK	-14				
12	WN	-6				
2	WN	29	0	0	3	26
5	DL	-25				
11	OO	-2				
6	OO	-3				
1	DL	22	2	0	0	20
3	OH	4				
1	AA	71	2	0	0	69
8	DL	-21				
12	NK	-17				
12	WN	38	0	0	8	0
2	UA	5				
5	OO	-5				
10	MQ	36	35	0	1	0
10	DL	51	0	0	0	51
11	WN	-16				
11	DL	-15				
10	HA	-6				
11	9E	-22				
1	AA	3				
5	WN	-3				
10	G4	-13				
5	DL	7				
9	AA	-9				
10	G4	-10				
11	WN	-21				
3	DL	30	29	0	1	0
5	F9	-3				
6	AA	746	634	0	0	112
11	AA	-33				
10	OO	-14				
2	WN	-16				
2	WN	6				
9	OO	48	0	0	0	48
9	AA	-25				
7	WN	-1				
9	AS	-15				
5	AA	2				
1	UA	0				
3	UA	17	0	0	17	0
5	B6	37	4	0	0	33
4	AS	-1				
10	WN	-6				
2	WN	6				
10	OO	-15				
11	NK	-10				
8	F9	-30				
4	DL	-24				
6	UA	6				
2	YX	34	0	0	34	0
3	UA	-6				
2	UA	7				
9	F9	102	0	0	0	102
3	9E	-16				
4	AA	-14				
7	YX	567	288	0	22	257
5	NK	-11				
2	G4	-23				
2	B6	-12				
7	WN	9				
6	WN	9				
9	DL	-14				
5	OH	-18				
5	AA	-5				
10	UA	-30				
11	F9	5				
11	MQ	-13				
12	DL	0				
7	B6	-9				
2	OH	-1				
6	WN	-6				
7	MQ	-12				
7	WN	-4				
5	WN	-8				
8	WN	34	21	0	13	0
5	AA	10				
8	MQ	-7				
12	F9	5				
6	OO	-14				
12	WN	67	0	0	0	67
9	DL	-18				
7	YX	-25				
9	AA	-5				
7	WN	0				
10	DL	-23				
4	YX	-17				
4	G4	-19				
7	WN	-3				
1	DL	45	0	0	0	45
8	WN	0				
4	OO	3				
5	NK	-20				
3	MQ	19	10	0	9	0
3	AA	-9				
7	AA	-5				
7	OO	32	32	0	0	0
4	OO	-7				
8	WN	4				
6	UA	2				
3	AA	-7				
3	AA	84	6	0	9	69
9	AS	-1				
2	WN	75	0	0	0	75
1	DL	-12				
8	AA	-17				
11	AA	-9				
3	WN	113	46	0	56	11
7	OO	9				
6	OO	64	0	64	0	0
10	YX	-4				
8	WN	8				
8	9E	30	0	0	0	30
8	WN	-1				
6	WN	11				
4	WN	7				
4	UA	-11				
2	9E	-15				
8	WN	-12				
5	OO	-17				
1	OO	-8				
3	DL	15	0	0	15	0
8	NK	-4				
11	AA	-13				
4	UA	-29				
4	AA	-8				
3	OO	0				
5	UA	-15				
2	AA	-27				
3	AA	41	41	0	0	0
3	G4	-4				
6	DL	30	0	0	0	30
4	UA	22	22	0	0	0
11	DL	-14				
7	WN	-8				
12	YX	-20				
8	B6	-9				
12	WN	4				
6	OH	-8				
5	WN	-5				
10	G4	4				
3	AA	-20				
6	AS	11				
4	UA	-4				
12	DL	-6				
6	WN	7				
2	AA	31	0	0	31	0
6	MQ	9				
7	OO	-12				
12	OH	-26				
6	YX	-27				
10	DL	-5				
9	UA	-4				
6	DL	27	0	0	0	27
2	NK	3				
2	DL	-16				
4	AA	4				
8	WN	-14				
5	AA	-22				
12	WN	-8				
9	OO	-3				
10	UA	12				
11	UA	-7				
2	YX	-12				
5	DL	-3				
7	DL	-11				
8	HA	4				
5	WN	-3				
11	WN	-3				
2	YX	-15				
2	DL	-10				
12	AA	-26				
8	UA	32	16	0	0	16
9	UA	-15				
9	UA	-17				
6	OO	-17				
3	YX	51	0	0	14	37
2	DL	55	0	0	0	55
9	AA	4				
5	AA	-12				
6	DL	51	9	0	3	39
8	AS	-5				
8	F9	-10				
7	AA	-26				
12	AA	-2				
8	AA	-14				
1	AS	37	37	0	0	0
7	B6	-11				
2	WN	12				
1	NK	-5				
10	WN	-4				
5	AS	-19				
2	9E	-29				
12	9E	-20				
7	UA	-10				
3	AA	3				
6	DL	-9				
2	MQ	-4				
12	WN	-15				
4	OO	-4				
